Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Price_per_m2,RegionGroupe
Box Hill,12 Barcelona St,4,h,1461400.0,S,Allens,17/09/2016,13.1,3128.0,3.0,2.0,2.0,780.0,235.0,1927.0,Whitehorse City Council,-37.8244,145.1319,Eastern Metropolitan,4605.0,6218.723404255319,south_east_southeast_metro
Box Hill,2/4 Collins St,3,u,775000.0,S,Fletchers,17/09/2016,13.1,3128.0,3.0,1.0,1.0,211.0,108.0,1980.0,Whitehorse City Council,-37.8275,145.1232,Eastern Metropolitan,4605.0,7175.925925925926,south_east_southeast_metro
Box Hill,33 Pendle St,4,h,1670000.0,S,Noel,17/09/2016,13.1,3128.0,4.0,4.0,4.0,707.0,162.0,1926.0,Whitehorse City Council,-37.8166,145.1354,Eastern Metropolitan,4605.0,10308.641975308641,south_east_southeast_metro
Box Hill,19 Kent Rd,3,h,928000.0,S,Lindellas,18/06/2016,13.1,3128.0,3.0,1.0,1.0,307.0,106.0,1890.0,Whitehorse City Council,-37.8247,145.1206,Eastern Metropolitan,4605.0,8754.716981132075,south_east_southeast_metro
Box Hill,3/8 Ashted Rd,2,u,636000.0,S,Philip,19/11/2016,13.1,3128.0,2.0,1.0,1.0,151.0,82.0,1970.0,Whitehorse City Council,-37.8234,145.1235,Eastern Metropolitan,4605.0,7756.09756097561,south_east_southeast_metro
Box Hill,5 Patricia St,3,h,1170000.0,S,Ray,23/04/2016,13.1,3128.0,3.0,1.0,1.0,755.0,95.0,1920.0,Whitehorse City Council,-37.8264,145.1248,Eastern Metropolitan,4605.0,12315.78947368421,south_east_southeast_metro
Box Hill,14 Collins St,4,h,1670000.0,S,Marshall,25/02/2017,13.1,3128.0,4.0,2.0,2.0,590.0,231.0,1924.0,Whitehorse City Council,-37.8274,145.1242,Eastern Metropolitan,4605.0,7229.43722943723,south_east_southeast_metro
Box Hill,837 Canterbury Rd,3,h,857000.0,S,Fletchers,28/05/2016,13.1,3128.0,4.0,1.0,1.0,492.0,119.0,1930.0,Whitehorse City Council,-37.8283,145.1195,Eastern Metropolitan,4605.0,7201.680672268908,south_east_southeast_metro
Box Hill,2/38 Margaret St,3,t,822500.0,S,Noel,28/05/2016,13.1,3128.0,3.0,2.0,1.0,238.0,130.0,2000.0,Whitehorse City Council,-37.8154,145.1355,Eastern Metropolitan,4605.0,6326.923076923077,south_east_southeast_metro
Braybrook,25 Lily St,2,h,645000.0,S,Barry,3/09/2016,10.8,3019.0,2.0,1.0,1.0,566.0,75.0,1950.0,Maribyrnong City Council,-37.7839,144.8524,Western Metropolitan,3589.0,8600.0,north_west_metro
Braybrook,1/3 Vine St,3,t,502000.0,SP,Sweeney,4/03/2017,10.8,3019.0,3.0,1.0,1.0,220.0,106.0,2011.0,Maribyrnong City Council,-37.785,144.8561,Western Metropolitan,3589.0,4735.8490566037735,north_west_metro
Braybrook,2/10 Skewes St,3,u,495000.0,S,Bells,4/06/2016,10.8,3019.0,3.0,2.0,1.0,327.0,124.0,2006.0,Maribyrnong City Council,-37.7851,144.8517,Western Metropolitan,3589.0,3991.935483870968,north_west_metro
Braybrook,144 Duke St,2,h,868000.0,S,Bells,7/11/2016,10.8,3019.0,2.0,1.0,4.0,749.0,77.0,1950.0,Maribyrnong City Council,-37.7814,144.847,Western Metropolitan,3589.0,11272.727272727272,north_west_metro
Braybrook,80 South Rd,4,h,645000.0,SP,Biggin,7/11/2016,10.8,3019.0,4.0,2.0,1.0,283.0,154.0,1990.0,Maribyrnong City Council,-37.7908,144.8485,Western Metropolitan,3589.0,4188.311688311688,north_west_metro
Braybrook,3 Cross St,3,h,652000.0,S,Barry,8/10/2016,10.8,3019.0,3.0,2.0,1.0,216.0,145.0,2010.0,Maribyrnong City Council,-37.7865,144.8605,Western Metropolitan,3589.0,4496.551724137931,north_west_metro
Braybrook,2 Riley Ct,4,h,850000.0,SA,Sweeney,8/10/2016,10.8,3019.0,4.0,2.0,2.0,606.0,240.0,2002.0,Maribyrnong City Council,-37.788,144.862,Western Metropolitan,3589.0,3541.6666666666665,north_west_metro
Braybrook,21 Hughes St,3,h,575000.0,S,Trimson,10/12/2016,10.8,3019.0,3.0,1.0,3.0,559.0,98.0,1955.0,Maribyrnong City Council,-37.7923,144.852,Western Metropolitan,3589.0,5867.34693877551,north_west_metro
Braybrook,19 Kannan Bvd,4,h,882000.0,S,Village,10/12/2016,10.8,3019.0,4.0,2.0,2.0,393.0,216.0,2008.0,Maribyrnong City Council,-37.7763,144.8543,Western Metropolitan,3589.0,4083.3333333333335,north_west_metro
Braybrook,20 Balmoral St,3,h,730000.0,S,Barry,11/03/2017,10.8,3019.0,3.0,2.0,2.0,544.0,135.0,1970.0,Maribyrnong City Council,-37.7815,144.855,Western Metropolitan,3589.0,5407.407407407408,north_west_metro
Braybrook,80 South Rd,4,h,610000.0,VB,Biggin,17/09/2016,10.8,3019.0,4.0,2.0,1.0,283.0,154.0,1990.0,Maribyrnong City Council,-37.7908,144.8485,Western Metropolitan,3589.0,3961.038961038961,north_west_metro
Braybrook,13 Wilson St,3,h,696000.0,S,YPA,18/03/2017,10.8,3019.0,3.0,1.0,0.0,557.0,90.0,1960.0,Maribyrnong City Council,-37.7899,144.8515,Western Metropolitan,3589.0,7733.333333333333,north_west_metro
Braybrook,2B Bradford Ct,3,t,579000.0,S,Sweeney,19/11/2016,10.8,3019.0,3.0,2.0,1.0,198.0,144.0,2013.0,Maribyrnong City Council,-37.7827,144.8625,Western Metropolitan,3589.0,4020.8333333333335,north_west_metro
Braybrook,1 Moama St,3,h,765000.0,S,GL,25/02/2017,10.8,3019.0,3.0,1.0,1.0,658.0,105.0,1960.0,Maribyrnong City Council,-37.7905,144.8485,Western Metropolitan,3589.0,7285.714285714285,north_west_metro
Braybrook,11/1 Windsor St,2,t,475000.0,S,Barry,25/02/2017,10.8,3019.0,2.0,1.0,1.0,115.0,104.0,1980.0,Maribyrnong City Council,-37.7948,144.854,Western Metropolitan,3589.0,4567.307692307692,north_west_metro
Braybrook,25 Errol St,4,h,550000.0,S,Barry,26/07/2016,10.8,3019.0,4.0,2.0,1.0,288.0,160.0,2000.0,Maribyrnong City Council,-37.7775,144.855,Western Metropolitan,3589.0,3437.5,north_west_metro
Braybrook,11/27 Marnoo St,3,h,495000.0,S,Burnham,27/06/2016,10.8,3019.0,3.0,1.0,1.0,158.0,138.0,2005.0,Maribyrnong City Council,-37.7889,144.8465,Western Metropolitan,3589.0,3586.9565217391305,north_west_metro
Braybrook,14 Rose St,3,h,565000.0,S,Nelson,27/11/2016,10.8,3019.0,3.0,2.0,1.0,566.0,78.0,1970.0,Maribyrnong City Council,-37.7844,144.8523,Western Metropolitan,3589.0,7243.589743589743,north_west_metro
Brighton,18 Rooding St,3,h,1635000.0,S,Buxton,3/09/2016,11.2,3186.0,3.0,1.0,2.0,366.0,156.0,1920.0,Bayside City Council,-37.9038,145.0001,Southern Metropolitan,10579.0,10480.76923076923,south_east_southeast_metro
Brighton,2/26 Pearson St,2,u,536000.0,SP,Hodges,3/12/2016,11.2,3186.0,2.0,1.0,2.0,0.0,70.0,1970.0,Bayside City Council,-37.9081,145.0043,Southern Metropolitan,10579.0,7657.142857142857,south_east_southeast_metro
Brighton,50 Well St,3,h,1975000.0,S,Buxton,3/12/2016,11.2,3186.0,3.0,1.0,2.0,432.0,122.0,1930.0,Bayside City Council,-37.9172,144.996,Southern Metropolitan,10579.0,16188.524590163934,south_east_southeast_metro
Brighton,4/78 Dendy St,3,h,1390000.0,S,Tiernan's,4/03/2017,11.2,3186.0,3.0,1.0,2.0,340.0,137.0,1975.0,Bayside City Council,-37.9205,145.0007,Southern Metropolitan,10579.0,10145.985401459853,south_east_southeast_metro
Brighton,133 Head St,4,h,2905000.0,S,Marshall,4/03/2017,11.2,3186.0,4.0,3.0,1.0,487.0,260.0,1905.0,Bayside City Council,-37.8926,144.9991,Southern Metropolitan,10579.0,11173.076923076924,south_east_southeast_metro
Brighton,1/112 Roslyn St,2,u,1300000.0,S,Nick,4/03/2017,11.2,3186.0,2.0,2.0,2.0,329.0,132.0,1940.0,Bayside City Council,-37.9172,145.004,Southern Metropolitan,10579.0,9848.484848484848,south_east_southeast_metro
Brighton,1/119 Roslyn St,3,t,1725000.0,PI,Buxton,4/03/2017,11.2,3186.0,3.0,2.0,2.0,411.0,225.0,1997.0,Bayside City Council,-37.918,145.0035,Southern Metropolitan,10579.0,7666.666666666667,south_east_southeast_metro
Brighton,30 Barkly St,3,h,2100000.0,S,Buxton,4/06/2016,11.2,3186.0,3.0,2.0,2.0,463.0,209.0,1970.0,Bayside City Council,-37.9082,144.9968,Southern Metropolitan,10579.0,10047.846889952154,south_east_southeast_metro
Brighton,3/78 William St,2,u,800000.0,S,Hodges,4/06/2016,11.2,3186.0,2.0,1.0,1.0,90.0,74.0,1960.0,Bayside City Council,-37.9122,145.0038,Southern Metropolitan,10579.0,10810.81081081081,south_east_southeast_metro
Brighton,124 Cole St,4,h,1761000.0,S,Kay,6/08/2016,11.2,3186.0,4.0,2.0,3.0,615.0,135.0,1920.0,Bayside City Council,-37.8956,145.0026,Southern Metropolitan,10579.0,13044.444444444445,south_east_southeast_metro
Brighton,24b Munro St,3,h,1302500.0,S,Nick,6/08/2016,11.2,3186.0,3.0,2.0,2.0,0.0,171.0,1993.0,Bayside City Council,-37.9166,144.9942,Southern Metropolitan,10579.0,7616.959064327485,south_east_southeast_metro
Brighton,74 Carpenter St,5,h,2750000.0,VB,Buxton,7/05/2016,11.2,3186.0,4.0,3.0,1.0,509.0,341.0,2005.0,Bayside City Council,-37.9118,144.9984,Southern Metropolitan,10579.0,8064.5161290322585,south_east_southeast_metro
Brighton,4/149 Church St,2,u,892500.0,S,Nick,7/05/2016,11.2,3186.0,2.0,1.0,2.0,232.0,92.0,1970.0,Bayside City Council,-37.9157,144.9973,Southern Metropolitan,10579.0,9701.08695652174,south_east_southeast_metro
Brighton,120 Cole St,4,h,2145000.0,S,Buxton,7/05/2016,11.2,3186.0,3.0,2.0,1.0,550.0,197.0,1910.0,Bayside City Council,-37.8954,145.0017,Southern Metropolitan,10579.0,10888.324873096446,south_east_southeast_metro
Brighton,105/103 Bay St,2,u,620000.0,S,Gary,7/11/2016,11.2,3186.0,2.0,2.0,1.0,0.0,74.0,2013.0,Bayside City Council,-37.9042,144.9954,Southern Metropolitan,10579.0,8378.378378378378,south_east_southeast_metro
Brighton,2/422 St Kilda St,3,t,1475000.0,PI,Buxton,7/11/2016,11.2,3186.0,3.0,2.0,2.0,345.0,163.0,2000.0,Bayside City Council,-37.8943,144.9907,Southern Metropolitan,10579.0,9049.079754601227,south_east_southeast_metro
Brighton,1/10 Manor St,3,h,1650000.0,S,Nick,10/09/2016,11.2,3186.0,3.0,2.0,2.0,0.0,111.0,1980.0,Bayside City Council,-37.9174,144.9895,Southern Metropolitan,10579.0,14864.864864864865,south_east_southeast_metro
Brighton,176 Were St,5,h,1562500.0,PI,Buxton,10/09/2016,11.2,3186.0,5.0,2.0,2.0,655.0,202.0,1925.0,Bayside City Council,-37.9264,145.0044,Southern Metropolitan,10579.0,7735.148514851485,south_east_southeast_metro
Brighton,2 Campbell St,3,h,2050000.0,PI,hockingstuart,10/12/2016,11.2,3186.0,3.0,3.0,2.0,398.0,262.0,2012.0,Bayside City Council,-37.899,144.9901,Southern Metropolitan,10579.0,7824.427480916031,south_east_southeast_metro
Brighton,1/16 Black St,2,u,1100000.0,S,Buxton,12/11/2016,11.2,3186.0,2.0,1.0,2.0,0.0,85.0,1935.0,Bayside City Council,-37.9131,144.995,Southern Metropolitan,10579.0,12941.176470588236,south_east_southeast_metro
Brighton,5 Bridge St,3,h,1650000.0,S,Hodges,12/11/2016,11.2,3186.0,3.0,2.0,1.0,354.0,143.0,1910.0,Bayside City Council,-37.8916,145.0017,Southern Metropolitan,10579.0,11538.461538461539,south_east_southeast_metro
Brighton,28 Loller St,2,h,1570000.0,S,Buxton,12/11/2016,11.2,3186.0,2.0,1.0,0.0,352.0,111.0,1920.0,Bayside City Council,-37.9154,145.001,Southern Metropolitan,10579.0,14144.144144144144,south_east_southeast_metro
Brighton,40 Whyte St,3,h,1785000.0,SP,Buxton,12/11/2016,11.2,3186.0,3.0,2.0,1.0,404.0,118.0,1953.0,Bayside City Council,-37.9228,144.9996,Southern Metropolitan,10579.0,15127.118644067798,south_east_southeast_metro
Brighton,7 Chavasse St,3,h,1875000.0,S,Hodges,13/08/2016,11.2,3186.0,3.0,2.0,2.0,275.0,170.0,1991.0,Bayside City Council,-37.9153,144.9924,Southern Metropolitan,10579.0,11029.411764705883,south_east_southeast_metro
Brighton,4/23 South Rd,3,u,1266000.0,S,Hodges,13/08/2016,11.2,3186.0,3.0,1.0,2.0,277.0,116.0,1950.0,Bayside City Council,-37.9268,144.991,Southern Metropolitan,10579.0,10913.793103448275,south_east_southeast_metro
Brighton,97 Dendy St,5,h,2730000.0,S,Gary,14/05/2016,11.2,3186.0,5.0,3.0,2.0,895.0,423.0,1938.0,Bayside City Council,-37.9204,145.0028,Southern Metropolitan,10579.0,6453.900709219858,south_east_southeast_metro
Brighton,6/138 New St,1,u,375000.0,S,hockingstuart,15/10/2016,11.2,3186.0,1.0,1.0,1.0,0.0,40.0,1965.0,Bayside City Council,-37.9181,144.993,Southern Metropolitan,10579.0,9375.0,south_east_southeast_metro
Brighton,8/35 Normanby St,2,u,756000.0,S,Buxton,15/10/2016,11.2,3186.0,2.0,1.0,1.0,0.0,80.0,1920.0,Bayside City Council,-37.9112,144.9909,Southern Metropolitan,10579.0,9450.0,south_east_southeast_metro
Brighton,31 Orchard St,5,h,2100000.0,PI,Hodges,16/04/2016,11.2,3186.0,5.0,5.0,2.0,552.0,219.0,1920.0,Bayside City Council,-37.9012,144.997,Southern Metropolitan,10579.0,9589.04109589041,south_east_southeast_metro
Brighton,22 Champion St,3,h,2375000.0,S,HAR,17/09/2016,11.2,3186.0,4.0,2.0,2.0,547.0,302.0,2000.0,Bayside City Council,-37.9271,145.0034,Southern Metropolitan,10579.0,7864.238410596026,south_east_southeast_metro
Brighton,679 Hampton St,3,h,1385000.0,S,Buxton,17/09/2016,11.2,3186.0,3.0,1.0,2.0,426.0,120.0,1935.0,Bayside City Council,-37.9254,145.0045,Southern Metropolitan,10579.0,11541.666666666666,south_east_southeast_metro
Brighton,89 South Rd,3,h,2020000.0,S,Nick,17/09/2016,11.2,3186.0,5.0,6.0,2.0,685.0,419.0,,Bayside City Council,-37.9284,144.9986,Southern Metropolitan,10579.0,4821.002386634845,south_east_southeast_metro
Brighton,4/14 Brickwood St,2,u,858000.0,S,Marshall,18/03/2017,11.2,3186.0,2.0,1.0,1.0,107.0,75.0,1950.0,Bayside City Council,-37.8958,144.9982,Southern Metropolitan,10579.0,11440.0,south_east_southeast_metro
Brighton,12 May St,4,h,2800000.0,S,Biggin,18/03/2017,11.2,3186.0,4.0,2.0,4.0,569.0,229.0,1910.0,Bayside City Council,-37.8962,145.0011,Southern Metropolitan,10579.0,12227.07423580786,south_east_southeast_metro
Brighton,823 Hampton St,4,h,2475000.0,VB,Marshall,19/11/2016,11.2,3186.0,4.0,2.0,2.0,605.0,274.0,1920.0,Bayside City Council,-37.916,145.0064,Southern Metropolitan,10579.0,9032.846715328467,south_east_southeast_metro
Brighton,64 North Rd,4,h,2700000.0,SP,Nick,19/11/2016,11.2,3186.0,4.0,2.0,2.0,732.0,333.0,1925.0,Bayside City Council,-37.8987,144.9953,Southern Metropolitan,10579.0,8108.108108108108,south_east_southeast_metro
Brighton,10/32 Loller St,2,u,610000.0,S,RT,22/05/2016,11.2,3186.0,2.0,1.0,1.0,0.0,75.0,2005.0,Bayside City Council,-37.9156,145.0013,Southern Metropolitan,10579.0,8133.333333333333,south_east_southeast_metro
Brighton,33a Durrant St,2,h,1532000.0,S,Hodges,22/08/2016,11.2,3186.0,2.0,1.0,2.0,411.0,165.0,1910.0,Bayside City Council,-37.9095,145.004,Southern Metropolitan,10579.0,9284.848484848484,south_east_southeast_metro
Brighton,2/71 Roslyn St,4,t,1630000.0,SP,Biggin,25/02/2017,11.2,3186.0,4.0,2.0,2.0,432.0,196.0,2000.0,Bayside City Council,-37.9228,145.0022,Southern Metropolitan,10579.0,8316.326530612245,south_east_southeast_metro
Brighton,58 Champion St,4,h,2640000.0,S,Hodges,26/07/2016,11.2,3186.0,4.0,2.0,2.0,848.0,246.0,1975.0,Bayside City Council,-37.9234,145.0042,Southern Metropolitan,10579.0,10731.707317073171,south_east_southeast_metro
Brighton,3/198 Church St,1,u,671000.0,S,Buxton,27/11/2016,11.2,3186.0,1.0,1.0,1.0,70.0,74.0,1980.0,Bayside City Council,-37.9194,145.0003,Southern Metropolitan,10579.0,9067.567567567568,south_east_southeast_metro
Brighton,686A Hampton St,4,t,2250000.0,SP,Marshall,27/11/2016,11.2,3186.0,4.0,2.0,2.0,230.0,281.0,2012.0,Bayside City Council,-37.9237,145.0056,Southern Metropolitan,10579.0,8007.11743772242,south_east_southeast_metro
Brighton,21 Wolseley Gr,4,h,2405000.0,S,RT,28/05/2016,11.2,3186.0,4.0,1.0,2.0,695.0,142.0,1970.0,Bayside City Council,-37.9262,144.9969,Southern Metropolitan,10579.0,16936.61971830986,south_east_southeast_metro
Brighton,23a Chelsea St,3,u,1352500.0,S,hockingstuart,28/08/2016,11.2,3186.0,2.0,2.0,1.0,280.0,110.0,1993.0,Bayside City Council,-37.91,144.989,Southern Metropolitan,10579.0,12295.454545454546,south_east_southeast_metro
Brighton,17 Rusden St,4,h,1500000.0,VB,Hodges,30/07/2016,11.2,3186.0,3.0,2.0,1.0,549.0,195.0,1990.0,Bayside City Council,-37.8869,144.9982,Southern Metropolitan,10579.0,7692.307692307692,south_east_southeast_metro
Brighton East,7 Balfour St,4,h,1940000.0,S,hockingstuart,3/09/2016,10.7,3187.0,4.0,2.0,2.0,682.0,240.0,1960.0,Bayside City Council,-37.9205,145.0122,Southern Metropolitan,6938.0,8083.333333333333,south_east_southeast_metro
Brighton East,4 Marriage Rd,4,h,1850000.0,S,Nick,3/09/2016,10.7,3187.0,4.0,2.0,2.0,617.0,268.0,1940.0,Bayside City Council,-37.9187,145.007,Southern Metropolitan,6938.0,6902.985074626866,south_east_southeast_metro
Brighton East,244a South Rd,3,h,930000.0,SP,Marshall,3/09/2016,10.7,3187.0,3.0,1.0,1.0,329.0,117.0,1930.0,Bayside City Council,-37.9317,145.0218,Southern Metropolitan,6938.0,7948.717948717948,south_east_southeast_metro
Brighton East,133A Centre Rd,4,h,1310000.0,PI,hockingstuart,3/12/2016,10.7,3187.0,4.0,3.0,2.0,618.0,213.0,2008.0,Bayside City Council,-37.9162,145.0219,Southern Metropolitan,6938.0,6150.234741784037,south_east_southeast_metro
Brighton East,14 Milroy St,4,h,2504000.0,S,Marshall,3/12/2016,10.7,3187.0,4.0,2.0,2.0,674.0,183.0,1950.0,Bayside City Council,-37.9022,145.0125,Southern Metropolitan,6938.0,13683.060109289618,south_east_southeast_metro
Brighton East,67 Centre Rd,2,h,1445000.0,S,Biggin,4/03/2017,10.7,3187.0,2.0,1.0,1.0,649.0,126.0,1940.0,Bayside City Council,-37.9153,145.0142,Southern Metropolitan,6938.0,11468.253968253968,south_east_southeast_metro
Brighton East,13 Robinson St,5,h,1700000.0,VB,Marshall,4/06/2016,10.7,3187.0,4.0,2.0,1.0,994.0,274.0,1935.0,Bayside City Council,-37.9187,145.0187,Southern Metropolitan,6938.0,6204.379562043796,south_east_southeast_metro
Brighton East,109 Thomas St,5,h,1400000.0,VB,Buxton,4/06/2016,10.7,3187.0,4.0,3.0,4.0,824.0,235.0,1930.0,Bayside City Council,-37.9091,145.0245,Southern Metropolitan,6938.0,5957.446808510638,south_east_southeast_metro
Brighton East,80 Marriage Rd,3,h,1500000.0,S,Nick,6/08/2016,10.7,3187.0,3.0,2.0,2.0,315.0,228.0,2000.0,Bayside City Council,-37.9199,145.0174,Southern Metropolitan,6938.0,6578.9473684210525,south_east_southeast_metro
Brighton East,11 Billson St,3,h,1400000.0,VB,Marshall,7/05/2016,10.7,3187.0,3.0,1.0,3.0,613.0,182.0,1950.0,Bayside City Council,-37.9177,145.0143,Southern Metropolitan,6938.0,7692.307692307692,south_east_southeast_metro
Brighton East,15 Hodder St,5,h,1600000.0,PI,RT,7/05/2016,10.7,3187.0,5.0,2.0,2.0,616.0,245.0,1945.0,Bayside City Council,-37.9084,145.0221,Southern Metropolitan,6938.0,6530.6122448979595,south_east_southeast_metro
Brighton East,5 Margaret St,2,h,1780000.0,SP,Buxton,7/05/2016,10.7,3187.0,4.0,3.0,2.0,635.0,119.0,1935.0,Bayside City Council,-37.9205,145.0102,Southern Metropolitan,6938.0,14957.98319327731,south_east_southeast_metro
Brighton East,375 South Rd,5,h,1200000.0,VB,hockingstuart,7/05/2016,10.7,3187.0,5.0,2.0,5.0,775.0,270.0,1920.0,Bayside City Council,-37.932,145.0284,Southern Metropolitan,6938.0,4444.444444444444,south_east_southeast_metro
Brighton East,16/373 South Rd,2,u,775000.0,S,Buxton,7/11/2016,10.7,3187.0,2.0,1.0,1.0,112.0,90.0,1960.0,Bayside City Council,-37.9306,145.0284,Southern Metropolitan,6938.0,8611.111111111111,south_east_southeast_metro
Brighton East,4 Vincent St,3,h,1480000.0,S,hockingstuart,7/11/2016,10.7,3187.0,3.0,2.0,2.0,697.0,143.0,1925.0,Bayside City Council,-37.9269,145.0274,Southern Metropolitan,6938.0,10349.65034965035,south_east_southeast_metro
Brighton East,299 South Rd,3,h,1590000.0,S,Marshall,8/10/2016,10.7,3187.0,3.0,3.0,2.0,481.0,244.0,2012.0,Bayside City Council,-37.931,145.0198,Southern Metropolitan,6938.0,6516.393442622951,south_east_southeast_metro
Brighton East,13 Hornby St,4,h,2840000.0,S,Hodges,10/09/2016,10.7,3187.0,5.0,2.0,2.0,999.0,274.0,1972.0,Bayside City Council,-37.9135,145.0189,Southern Metropolitan,6938.0,10364.963503649635,south_east_southeast_metro
Brighton East,48 Thomas St,2,h,1000000.0,PI,Biggin,10/09/2016,10.7,3187.0,2.0,1.0,2.0,564.0,131.0,1948.0,Bayside City Council,-37.9143,145.0238,Southern Metropolitan,6938.0,7633.587786259542,south_east_southeast_metro
Brighton East,14 Holmhurst Ct,4,h,1700000.0,PI,Buxton,10/12/2016,10.7,3187.0,4.0,3.0,4.0,708.0,275.0,1950.0,Bayside City Council,-37.9299,145.015,Southern Metropolitan,6938.0,6181.818181818182,south_east_southeast_metro
Brighton East,200 South Rd,4,h,1920000.0,S,Nick,11/02/2017,10.7,3187.0,4.0,1.0,1.0,1000.0,203.0,1960.0,Bayside City Council,-37.931,145.0163,Southern Metropolitan,6938.0,9458.128078817734,south_east_southeast_metro
Brighton East,1 Alexander St,3,h,1301000.0,SP,Buxton,12/11/2016,10.7,3187.0,3.0,2.0,2.0,401.0,121.0,1926.0,Bayside City Council,-37.9062,145.0173,Southern Metropolitan,6938.0,10752.066115702479,south_east_southeast_metro
Brighton East,50 Lucas St,5,h,2550000.0,S,Buxton,12/11/2016,10.7,3187.0,5.0,3.0,2.0,915.0,233.0,1960.0,Bayside City Council,-37.9231,145.0104,Southern Metropolitan,6938.0,10944.206008583691,south_east_southeast_metro
Brighton East,3 Carrington Gr,5,h,1915000.0,S,Buxton,13/08/2016,10.7,3187.0,5.0,2.0,0.0,645.0,238.0,1970.0,Bayside City Council,-37.9175,145.0116,Southern Metropolitan,6938.0,8046.218487394958,south_east_southeast_metro
Brighton East,139 Thomas St,4,h,1650000.0,SA,hockingstuart,13/08/2016,10.7,3187.0,5.0,3.0,2.0,598.0,212.0,1948.0,Bayside City Council,-37.9075,145.0248,Southern Metropolitan,6938.0,7783.018867924528,south_east_southeast_metro
Brighton East,4a Marriage Rd,4,h,1530000.0,S,RT,14/05/2016,10.7,3187.0,2.0,2.0,1.0,603.0,177.0,1920.0,Bayside City Council,-37.9187,145.0071,Southern Metropolitan,6938.0,8644.06779661017,south_east_southeast_metro
Brighton East,55 Baird St,4,h,2050000.0,SP,Marshall,15/10/2016,10.7,3187.0,4.0,2.0,4.0,678.0,233.0,1940.0,Bayside City Council,-37.9255,145.0118,Southern Metropolitan,6938.0,8798.283261802575,south_east_southeast_metro
Brighton East,25 Camperdown St,5,h,2550000.0,PI,RT,15/10/2016,10.7,3187.0,5.0,3.0,2.0,551.0,346.0,2016.0,Bayside City Council,-37.9176,145.009,Southern Metropolitan,6938.0,7369.9421965317915,south_east_southeast_metro
Brighton East,2/5 Camperdown St,2,u,905000.0,S,Hodges,15/10/2016,10.7,3187.0,2.0,1.0,2.0,189.0,93.0,1980.0,Bayside City Council,-37.9172,145.0072,Southern Metropolitan,6938.0,9731.182795698925,south_east_southeast_metro
Brighton East,9a Elizabeth St,3,h,1355000.0,S,C21,15/10/2016,10.7,3187.0,3.0,1.0,2.0,759.0,151.0,1930.0,Bayside City Council,-37.9057,145.0166,Southern Metropolitan,6938.0,8973.509933774834,south_east_southeast_metro
Brighton East,4 Farmer St,2,h,1845000.0,S,Buxton,15/10/2016,10.7,3187.0,2.0,1.0,2.0,604.0,145.0,1950.0,Bayside City Council,-37.9268,145.0094,Southern Metropolitan,6938.0,12724.137931034482,south_east_southeast_metro
Brighton East,7 Tuxen Ct,5,h,2050000.0,PI,RT,15/10/2016,10.7,3187.0,5.0,3.0,3.0,669.0,309.0,1970.0,Bayside City Council,-37.9289,145.0284,Southern Metropolitan,6938.0,6634.3042071197415,south_east_southeast_metro
Brighton East,38 Agnew St,3,h,1710000.0,S,hockingstuart,17/09/2016,10.7,3187.0,4.0,3.0,2.0,435.0,228.0,1915.0,Bayside City Council,-37.91,145.0113,Southern Metropolitan,6938.0,7500.0,south_east_southeast_metro
Brighton East,1/2 Robinson St,3,t,1300000.0,PI,Buxton,17/09/2016,10.7,3187.0,3.0,2.0,2.0,337.0,222.0,2000.0,Bayside City Council,-37.9196,145.0205,Southern Metropolitan,6938.0,5855.855855855856,south_east_southeast_metro
Brighton East,27 Arnold Rd,4,h,2200000.0,PI,Buxton,18/06/2016,10.7,3187.0,4.0,2.0,2.0,654.0,286.0,2000.0,Bayside City Council,-37.9292,145.0236,Southern Metropolitan,6938.0,7692.307692307692,south_east_southeast_metro
Brighton East,25 Robinson St,4,h,2150000.0,S,Buxton,19/11/2016,10.7,3187.0,4.0,3.0,2.0,614.0,225.0,1970.0,Bayside City Council,-37.9186,145.0175,Southern Metropolitan,6938.0,9555.555555555555,south_east_southeast_metro
Brighton East,4/2 Hornby St,1,t,681000.0,SP,Buxton,24/09/2016,10.7,3187.0,2.0,1.0,1.0,166.0,60.0,2012.0,Bayside City Council,-37.9159,145.019,Southern Metropolitan,6938.0,11350.0,south_east_southeast_metro
Brighton East,8 Thomas St,2,h,1310000.0,S,Buxton,24/09/2016,10.7,3187.0,4.0,3.0,2.0,302.0,250.0,2018.0,Bayside City Council,-37.9182,145.0231,Southern Metropolitan,6938.0,5240.0,south_east_southeast_metro
Brighton East,6/141 Centre Rd,1,u,340000.0,VB,Buxton,25/02/2017,10.7,3187.0,1.0,1.0,1.0,0.0,57.0,1950.0,Bayside City Council,-37.9164,145.0228,Southern Metropolitan,6938.0,5964.912280701755,south_east_southeast_metro
Brighton East,3/127 Dendy St,2,u,692000.0,S,Buxton,26/07/2016,10.7,3187.0,2.0,1.0,1.0,74.0,66.0,1960.0,Bayside City Council,-37.9207,145.0079,Southern Metropolitan,6938.0,10484.848484848484,south_east_southeast_metro
